id,name,official_state_name,sovereignty,iso3166-1-alpha-2,iso3166-1-alpha-3,iso3166-1-numeric,unsd-m49,iso3166-2,alternate_code,flag,comments,geography_type_id,latitude,longitude,geography_parent_id,others,type_name,parent_link_exists,suggested_parent_name
ce1503be-7060-4959-8387-bc3ea3f4c885,Union for the Co-ordination of Transmission of Electricity ,,,,,,,,['UCTE'],,,,,,,,,,
